Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,Commodity,Commodity subcategory,NRMR_Code,NRMR name,Local value($),Local value($) - Relative Standard Errors,Gross value ($) - Relative Standard Errors
1919458,"Nurseries, cut flowers or cultivated turf - Cut flowers - Outdoor",346100.01,**,311490.01,**,"Nurseries, cut flowers or cultivated turf",Outdoor,206,North Central,,,
1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",5963102.92,^,5366792.62,^,"Nurseries, cut flowers or cultivated turf",Outdoor,207,North East,,,
1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",160551441.9,,144496297.7,,"Nurseries, cut flowers or cultivated turf",Outdoor,208,Port Phillip and Western Port,,,
1919458,"Nurseries, cut flowers or cultivated turf - Cut flowers - Outdoor",20717886.94,^,18646098.25,^,"Nurseries, cut flowers or cultivated turf",Outdoor,208,Port Phillip and Western Port,,,
1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",41373167.31,*,37235850.58,*,"Nurseries, cut flowers or cultivated turf",Outdoor,209,West Gippsland,,,
1919458,"Nurseries, cut flowers or cultivated turf - Cut flowers - Outdoor",392431.18,**,353188.06,**,"Nurseries, cut flowers or cultivated turf",Outdoor,209,West Gippsland,,,
1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",106514.84,,95863.35,,"Nurseries, cut flowers or cultivated turf",Outdoor,210,Wimmera,,,
1919458,"Nurseries, cut flowers or cultivated turf - Cut flowers - Outdoor",47641543.52,,42877389.17,,"Nurseries, cut flowers or cultivated turf",Outdoor,210,Wimmera,,,
1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",10206776.91,^,9186099.22,^,"Nurseries, cut flowers or cultivated turf",Outdoor,301,Burnett Mary,,,
1919458,"Nurseries, cut flowers or cultivated turf - Cut flowers - Outdoor",6442504.39,^,5798253.95,^,"Nurseries, cut flowers or cultivated turf",Outdoor,301,Burnett Mary,,,
1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",771779.2,,694601.28,,"Nurseries, cut flowers or cultivated turf",Outdoor,303,Condamine,,,
1919458,"Nurseries, cut flowers or cultivated turf - Cut flowers - Outdoor",,,np,,"Nurseries, cut flowers or cultivated turf",Outdoor,303,Condamine,,,
1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",7494876.45,*,6745388.81,*,"Nurseries, cut flowers or cultivated turf",Outdoor,306,Fitzroy Basin,,,
1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",,,np,,"Nurseries, cut flowers or cultivated turf",Outdoor,307,North Queensland Dry Tropics,,,
1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",,,np,,"Nurseries, cut flowers or cultivated turf",Outdoor,308,Northern Gulf,,,
1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",28121644.08,,25309479.67,,"Nurseries, cut flowers or cultivated turf",Outdoor,309,Queensland Murray Darling Basin,,,
1919458,"Nurseries, cut flowers or cultivated turf - Cut flowers - Outdoor",,,np,,"Nurseries, cut flowers or cultivated turf",Outdoor,309,Queensland Murray Darling Basin,,,
1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",,,np,,"Nurseries, cut flowers or cultivated turf",Outdoor,310,Reef Catchments,,,
1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",56652940.51,,50987646.46,,"Nurseries, cut flowers or cultivated turf",Outdoor,311,South East Queensland,,,
1919458,"Nurseries, cut flowers or cultivated turf - Cut flowers - Outdoor",5426164.85,*,4883548.37,*,"Nurseries, cut flowers or cultivated turf",Outdoor,311,South East Queensland,,,
1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",6609262.85,*,5948336.57,*,"Nurseries, cut flowers or cultivated turf",Outdoor,314,Terrain NRM,,,
1919458,"Nurseries, cut flowers or cultivated turf - Cut flowers - Outdoor",,,np,,"Nurseries, cut flowers or cultivated turf",Outdoor,314,Terrain NRM,,,
1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",26697178.92,^,24027461.03,^,"Nurseries, cut flowers or cultivated turf",Outdoor,401,Adelaide and Mount Lofty Ranges,,,
1919458,"Nurseries, cut flowers or cultivated turf - Cut flowers - Outdoor",1483015.9,**,1334714.31,**,"Nurseries, cut flowers or cultivated turf",Outdoor,401,Adelaide and Mount Lofty Ranges,,,
1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",7870616.71,,7083555.04,,"Nurseries, cut flowers or cultivated turf",Outdoor,407,South Australian Murray Darling Basin,,,
1919458,"Nurseries, cut flowers or cultivated turf - Cut flowers - Outdoor",561108.26,^,504997.44,^,"Nurseries, cut flowers or cultivated turf",Outdoor,407,South Australian Murray Darling Basin,,,
1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",6862174.91,,6175957.42,,"Nurseries, cut flowers or cultivated turf",Outdoor,408,South East,,,
1919458,"Nurseries, cut flowers or cultivated turf - Cut flowers - Outdoor",1046715.03,^,942043.53,^,"Nurseries, cut flowers or cultivated turf",Outdoor,408,South East,,,
1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",76452.36,^,68807.12,^,"Nurseries, cut flowers or cultivated turf",Outdoor,501,Northern Agricultural,,,
1919458,"Nurseries, cut flowers or cultivated turf - Cut flowers - Outdoor",1054727.01,,949254.31,,"Nurseries, cut flowers or cultivated turf",Outdoor,501,Northern Agricultural,,,
1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",,,np,,"Nurseries, cut flowers or cultivated turf",Outdoor,502,Peel-Harvey,,,
1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",52519017.6,^,47267115.84,^,"Nurseries, cut flowers or cultivated turf",Outdoor,503,Perth,,,
1919458,"Nurseries, cut flowers or cultivated turf - Cut flowers - Outdoor",692512.82,*,623261.54,*,"Nurseries, cut flowers or cultivated turf",Outdoor,503,Perth,,,
1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",,,np,,"Nurseries, cut flowers or cultivated turf",Outdoor,504,Rangelands,,,
1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",342161.22,^,307945.1,^,"Nurseries, cut flowers or cultivated turf",Outdoor,505,South Coast,,,
1919458,"Nurseries, cut flowers or cultivated turf - Cut flowers - Outdoor",387435.31,*,348691.78,*,"Nurseries, cut flowers or cultivated turf",Outdoor,505,South Coast,,,
1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",,,np,,"Nurseries, cut flowers or cultivated turf",Outdoor,506,South West,,,
1919458,"Nurseries, cut flowers or cultivated turf - Cut flowers - Outdoor",,,np,,"Nurseries, cut flowers or cultivated turf",Outdoor,506,South West,,,
1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",23909465.6,^,21518519.04,^,"Nurseries, cut flowers or cultivated turf",Outdoor,507,Wheatbelt,,,
1919458,"Nurseries, cut flowers or cultivated turf - Cut flowers - Outdoor",,,np,,"Nurseries, cut flowers or cultivated turf",Outdoor,507,Wheatbelt,,,
1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",10221140.3,^,9199026.27,^,"Nurseries, cut flowers or cultivated turf",Outdoor,601,Cradle Coast,,,
1919458,"Nurseries, cut flowers or cultivated turf - Cut flowers - Outdoor",1017201.89,^,915481.71,^,"Nurseries, cut flowers or cultivated turf",Outdoor,601,Cradle Coast,,,
1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",5058706.51,*,4552835.86,*,"Nurseries, cut flowers or cultivated turf",Outdoor,602,North,,,
1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",11049993.45,,9944994.1,,"Nurseries, cut flowers or cultivated turf",Outdoor,603,South,,,
1919458,"Nurseries, cut flowers or cultivated turf - Cut flowers - Outdoor",,,np,,"Nurseries, cut flowers or cultivated turf",Outdoor,603,South,,,
1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",4580024.64,,4122022.17,,"Nurseries, cut flowers or cultivated turf",Outdoor,701,Northern Territory,,,
1919458,"Nurseries, cut flowers or cultivated turf - Cut flowers - Outdoor",250221.34,,225199.21,,"Nurseries, cut flowers or cultivated turf",Outdoor,701,Northern Territory,,,
1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",,,np,,"Nurseries, cut flowers or cultivated turf",Outdoor,801,ACT,,,
