DATE,LGA_CODE,LGA Name,"Agriculture, forestry and fishing (%)",Mining (%),Manufacturing  (%),"Electricity, Gas, Water & Waste Services (%)",Construction (%),Wholesale trade (%),Retail trade (%),Accommodation and food services (%),"Transport, Postal and Warehousing (%)",Information media and telecommunications (%),Financial and insurance services (%),"Rental, Hiring, & Real Estate Services (%)",Professional Scientific & Technical Services (%),Administrative and support services (%),Public administration and safety (%),Education and training (%),Health care and social assistance (%),Arts and recreation services (%),Other services (%),Total persons employed (no.)
2011,57000,Perenjori (S),22.3,22.9,2.7,,21.4,0.5,1.3,5.6,4.3,,,0.7,3.5,0.5,5.1,4,1.3,,2.2,602
2011,57080,Perth (C),0.3,9.2,4.2,1.1,6.9,2.4,6.1,9.8,2.5,1.4,3.9,1.9,18.8,4.3,5.4,6.4,9.2,1.5,2.4,10649
2011,57140,Pingelly (S),37.7,1.5,3.1,1.1,4.4,1.5,4.8,3.3,6.2,,1.5,1.1,0.9,0.7,7,7.3,10.1,0.7,3.3,454
2011,57210,Plantagenet (S),25.9,2,10.3,0.6,6.9,2.8,9,3.9,4.6,0.2,1.1,1.1,2.1,1.7,6.6,7.4,8.5,0.5,3,2174
2011,57280,Port Hedland (T),0.3,25,5.4,1,15.4,2,6.1,4.5,7.2,0.2,0.7,2.6,2.5,3.6,4.3,5.8,7.3,0.4,3.2,7549
2011,57350,Quairading (S),37.5,2.8,0.7,0.7,5.8,5.3,6.9,2.5,5.1,,0.7,0.7,0.7,1.4,6.3,12,6.7,,2.3,432
2011,57420,Ravensthorpe (S),22.4,27.8,2.7,0.6,7.7,2.3,5.3,3.2,4,0.4,,1.7,1.9,0.8,3.8,6.1,4.4,,2.3,1081
2011,57490,Rockingham (C),0.7,5.4,11.9,1.3,11.9,2.9,11,5.3,4.5,0.8,1.8,1.7,4.4,3.2,9.4,6.8,9.9,1.2,3.5,48099
2011,57630,Sandstone (S),15.6,17.8,,,6.7,,,,11.1,,,,,,15.6,15.6,,,,45
2011,57700,Serpentine-Jarrahdale (S),3.7,5.1,11.6,1.2,13.8,4.2,9.9,3.5,6.2,0.7,1.7,1.8,4.6,2.5,5.7,6.6,8.2,1.7,4.8,8812
2011,57770,Shark Bay (S),7,15.8,4.3,0.7,6.5,2,7.9,17.8,5.9,0.7,,0.7,0.7,3.4,14.9,6.3,2,0.9,2,444
2011,57840,South Perth (C),0.4,6.1,5,1.1,7,3.2,8.4,6.6,3.1,1.2,4,2.5,14.1,3.1,5.8,10,11.5,1.8,3,21333
2011,57910,Stirling (C),0.3,4.3,6.9,1.1,9.3,3.6,10,6.1,3.5,1.5,3.7,1.9,10.3,3.5,6.1,8.6,11.6,1.7,3.7,98726
2011,57980,Subiaco (C),0.3,7.5,3.6,1,4.8,2.1,6.5,5.3,1.8,1.7,3.9,2.6,18.5,2.9,5.8,10.3,16,2,1.9,7971
2011,58050,Swan (C),1,4.4,11.2,0.9,10.2,5,11.5,5.8,6.3,0.9,2.4,1.6,5.1,3,6.7,6.3,9.3,1.3,4.7,52634
2011,58190,Tammin (S),48.5,1.8,7.8,,,1.8,7.2,3.6,3.6,2.4,,,1.8,,9.6,10.2,3.6,,,167
2011,58260,Three Springs (S),38.4,7.5,2.1,3.6,2.8,1.8,6.8,5.7,4.3,,1.1,,1.8,,7.8,7.1,6.4,,2.1,281
2011,58330,Toodyay (S),6.9,7.5,5.8,1.3,11.3,2.6,9.2,5.4,6.2,0.5,1.4,1.3,4.1,2.7,8.2,7.4,10.9,0.8,4.5,1901
2011,58400,Trayning (S),46.2,,1.9,,7.1,1.9,1.9,1.9,1.9,,,,,,9.6,7.7,12.8,,2.6,156
2011,58470,Upper Gascoyne (S),29.5,,,,13.6,,,,,,,,,10.2,17,19.3,,,9.1,88
2011,58510,Victoria Park (T),0.2,5.6,6.2,1,7.7,3.4,8.5,8.3,4.3,1.5,3.2,1.7,11.6,4,7.2,8,10.1,2.1,3.2,16769
2011,58540,Victoria Plains (S),52.4,1.9,2.7,,2.9,5.2,4.2,6.9,3.8,0.6,1,,0.6,,4,6.7,1.5,0.6,4,477
2011,58570,Vincent (C),0.3,5.8,4.6,1.2,7.3,2.6,8.1,7.9,2.4,2.2,3.7,1.9,15.1,3.6,6.7,8.9,10.8,2.3,3,17954
2011,58610,Wagin (S),29.6,2.3,5.4,0.9,5.9,3.8,9.3,3.4,5,0.9,1.5,0.5,2.4,0.6,5.2,7.7,8.7,0.5,4.1,796
2011,58680,Wandering (S),39.7,15.6,3.4,,4.6,,3.8,3,4.2,,,,,1.3,8,6.8,5.9,,2.5,237
2011,58760,Wanneroo (C),1,4.3,8.7,1.1,13.8,4,11.4,5.4,3.7,1.1,3.2,1.5,5.8,3.6,6.1,6.5,10.7,1.2,4.7,73377
2011,58820,Waroona (S),6.2,7.6,19.4,1.5,15.5,2,6.8,4,3.2,0.3,1,1.2,3.1,2.6,3.9,5.6,9.2,1.5,4.1,1524
2011,58890,West Arthur (S),57.5,3.6,2.6,,2.4,1.9,3.2,1.7,3.6,,0.9,0.6,1.5,1.3,6.4,4.7,2.1,0.9,3.6,468
2011,59030,Westonia (S),27.6,25.2,,,6.1,,3.1,6.1,3.7,,2.5,3.1,,,9.2,7.4,1.8,,,163
2011,59100,Wickepin (S),50.6,2.2,1.4,,1.9,1.1,2.8,1.7,4.1,1.1,0.8,,1.9,1.7,8.3,9.1,6.4,1.1,2.8,362
2011,59170,Williams (S),42.4,3.9,2.4,,3.9,3.1,6.4,5.9,3.1,0.6,0.9,0.6,0.9,0.6,5.9,8.3,5.7,0.6,2,543
2011,59250,Wiluna (S),1.7,35.8,25.4,,9.1,0.4,0.8,4,1,,0.4,,2.2,4.6,6.2,2.4,3.6,,1.2,723
2011,59310,Wongan-Ballidu (S),32.2,1.4,4.8,0.4,5.2,7.8,8.8,3.1,5.5,0.4,1.4,,2.4,1.4,4.8,8.6,5.9,0.4,4.5,706
2011,59320,Woodanilling (S),48.3,1.5,7.8,,7.3,3.4,3.4,1.5,1.5,,2,,1.5,,7.8,5.9,5.9,,1.5,205
2011,59330,Wyalkatchem (S),32.9,,1.4,5.1,,6.5,5.6,1.4,6.5,,1.9,,,1.4,7.9,13,11.6,,1.9,216
2011,59340,Wyndham-East Kimberley (S),6.9,9.4,3.1,1.4,9.8,1.5,6.7,6.7,5.9,1.2,0.7,1.2,2.2,3.8,9.5,9.3,11.3,0.7,5,3743
2011,59350,Yalgoo (S),9.4,52,2,,4.1,1.2,,6.1,1.2,,,,1.2,4.1,7.8,3.3,1.2,,,244
2011,59360,Yilgarn (S),19.4,22.8,1.5,1.5,16.5,0.7,6,5.8,4.2,,0.9,,0.7,1.2,4.4,5.4,3.1,,3.7,913
2011,59370,York (S),17.7,4.6,3.4,1.8,7.2,4,11.1,6.4,4.6,0.5,1.2,1.7,4.7,1.3,5.7,7.5,10.6,0.8,3.1,1462
2011,60210,Break O'Day (M),11.9,3.7,5.8,1.7,7.7,2.2,11.5,11,4.7,0.7,1.1,1.8,2.1,1.7,6.2,9,11.3,1.2,2.3,2030
2011,60410,Brighton (M),1.3,0.4,9.7,2.4,9.5,3.8,14.1,6.2,5.7,1.5,1.9,1.7,2.8,3.6,8.9,5.8,11.4,1.8,4.8,6052
2011,60610,Burnie (C),2.9,4.2,12.1,0.8,6.2,3.3,13.4,7.1,4.7,1,1.8,1,3,3.7,7.4,8,12.8,0.6,4.4,7986
2011,60810,Central Coast (M) (Tas.),6.8,2.6,12,1.2,8.5,4.1,11.2,5.6,5.2,0.7,1.4,1.1,3,2.9,6.9,9.1,11.7,0.8,3.8,8922
2011,61010,Central Highlands (M) (Tas.),33.5,0.4,5.2,3.1,5.5,2.4,5.3,7.3,5.3,0.4,0.8,0.4,1.6,1.6,8,5.5,7,2.3,1.9,833
2011,61210,Circular Head (M),22.2,2.4,19.8,0.4,6.9,3.5,9.2,6.2,3.6,0.3,1.2,0.8,2.1,1.4,2.7,6.7,5.4,0.5,3.3,3652
2011,61410,Clarence (C),1.4,0.3,5.6,2.1,8.5,2.6,11.6,5.9,3.8,1.9,3.3,1.6,5.7,2.7,13.2,10.3,12,2,3.8,23778
2011,61510,Derwent Valley (M),6.5,0.4,11,2.3,9.6,2.9,11.3,6,4.2,0.8,1.3,1,2.4,2.8,8.9,5.8,14.4,1.3,3.5,3878
2011,61610,Devonport (C),3.2,1.3,11.8,1.4,8,4.5,12.8,7.6,6.4,0.8,1.7,1.3,3.7,3.9,5.5,8.4,11.2,0.7,4.1,9934
2011,61810,Dorset (M),24,0.9,8.7,1,5.6,3.1,9.5,7.4,5.1,0.6,0.6,0.7,2.6,2.2,5.8,6.3,7.3,1.4,3.3,2683
2011,62010,Flinders (M) (Tas.),25,,4,2.5,9.3,1.8,6.8,4.8,4.8,0.8,,2,3,3.8,10.5,6,8.3,1,4.5,400
2011,62210,George Town (M),4.3,1.3,24.2,2.1,7,2.3,10.6,6,6.8,0.6,0.8,0.7,1.6,2.6,5.3,7.6,9.9,0.7,2.6,2430
2011,62410,Glamorgan/Spring Bay (M),15.4,0.7,7.2,1.7,7.6,2,9.5,19.2,3.9,0.8,1.3,1.3,2.5,1.7,5.2,5.6,8.2,1.8,2,1634
2011,62610,Glenorchy (C),0.7,0.2,9,2.2,7.8,3.5,13,7.4,4.8,2,2.7,1.2,3.7,2.9,10.7,6.5,13,1.9,4.4,19115
2011,62810,Hobart (C),1.3,0.3,3.7,1.9,4.1,1.8,9.5,9.3,1.8,2.6,2.9,1.6,9.9,2,13.7,12.7,13.8,2.8,3.1,24472
2011,63010,Huon Valley (M),14.3,0.6,7.9,1.6,9.2,3,9.6,5.9,3.1,1.5,1.4,1.1,5,2.6,8,7.2,11,1.5,3.8,6184
2011,63210,Kentish (M),10.3,1.9,11.5,1.6,8.2,4,10.8,9.4,6.1,0.2,0.9,1.2,2,2.7,6.1,6.1,9.5,1.2,4.3,2487
2011,63410,King Island (M),25.8,0.7,19.3,1.1,6.2,2.1,7.4,4.1,6.2,,1.2,0.4,1.4,0.9,7.5,4.7,6.1,,2.7,855
2011,63610,Kingborough (M),2.7,0.4,5.4,1.9,8.5,2.5,10.7,6.1,2.7,2.6,2.7,1.5,7.4,2,12.3,11,12.9,2,3.3,16043
2011,63810,Latrobe (M) (Tas.),8.7,2.1,10.9,1.2,10.7,4.1,10.9,5.6,7,0.4,1.5,1.1,3.5,2.4,5,7.6,11.4,0.7,3.5,4318
2011,64010,Launceston (C),1.7,0.6,9.4,1.3,7.1,3.9,12.4,8.4,4.5,1.5,3.3,1.3,4.3,2.8,6.8,10.2,13,1.6,3.7,28302
2011,64210,Meander Valley (M),9.4,0.9,9.6,1.4,7.9,4.5,11.8,6.5,4.6,0.7,3.2,1.3,3.7,2.6,5.7,7.3,11.2,1.7,4,8610
2011,64610,Northern Midlands (M),12.4,0.9,11.2,1.6,7.3,4.7,10.6,6.4,5.4,0.8,1.9,1.4,2.7,2,6.2,6.2,10.5,1.4,4,5390
2011,64810,Sorell (M),3.7,0.5,8.5,2.1,11,3.4,11.4,6.1,5.5,1.2,2.3,1.4,4,2.7,10.6,6.6,11.6,1.5,4,5946
2011,65010,Southern Midlands (M),16.4,0.5,9.7,1.7,8.9,3.5,9.5,5.1,5.1,0.7,1.2,1,2.7,2,8.3,5.9,9.9,1.4,3.5,2546
2011,65210,Tasman (M),15.3,1.6,5.1,0.9,6.8,1.6,4.9,14,4,0.3,0.6,0.8,2.6,3.5,5.4,7.5,10,11.1,1.3,859
2011,65410,Waratah/Wynyard (M),6.8,5.5,11.6,0.9,6.9,5,11.4,5.4,4.4,0.7,1.3,1.1,2.9,3,6.3,8.6,12.5,0.4,3.7,5659
2011,65610,West Coast (M),3.1,29.4,4.5,1.5,5.3,1.1,6.7,15.6,4.4,0.6,0.7,0.4,1.7,3.7,5.3,6.2,4.2,0.7,3,2015
2011,65810,West Tamar (M),2.9,1.4,10.1,1.4,8.8,3.5,10.7,6.6,4.1,1.4,3.3,1.4,4.3,2.7,6.8,10.4,12.3,1.3,4.2,9916
2011,70200,Alice Springs (T),0.4,0.6,2.9,1.4,8,2.1,9.5,6.3,4.5,1.5,0.9,1.7,7.1,2.8,17.3,9.9,15.1,2.9,3.6,13194
2011,70420,Barkly (R),10.8,2.5,0.3,1,5.4,0.6,7.2,4.9,1.9,0.6,0.4,0.8,1.5,2.9,25.7,13,10.9,1.7,4.7,1982
2011,70540,Belyuen (S),,,,,,,6.1,6.1,,,,,,6.1,24.5,6.1,8.2,6.1,30.6,49
2011,70620,Central Desert (R),7.8,19.6,1.7,,0.8,0.3,7,1.6,0.9,,,,0.3,1.5,28.4,10.1,6.7,2.5,7.5,978
2011,70700,Coomalie (S),7.7,5.4,3.2,1.1,9.2,2,3.8,10.8,3.8,,,1.1,2,4.7,9.5,21.4,3.6,1.8,2.9,444
2011,71000,Darwin (C),0.6,1.6,3.6,1.4,8.1,2.4,8.3,7,5.2,1.4,1.8,1.9,6.5,3.2,20.6,8.5,10.7,2.3,3.4,38786
2011,71300,East Arnhem (R),0.8,1.6,0.5,0.1,5.7,0.1,6.5,1.2,1.5,,0.4,,0.8,1,21.3,16.9,10.1,3.6,21.7,2079
2011,72200,Katherine (T),3.6,1.5,1.9,1.2,6.4,1.4,8.1,7.5,4,0.7,0.8,0.9,3.1,3.8,25.5,9.2,13.9,1,3.6,4299
2011,72300,Litchfield (M),3.1,4,5.4,1.6,13.5,3.2,7.8,3.6,6.1,0.9,1.1,1.5,4,2.9,20.7,6.9,5.7,1.5,4.7,9862
2011,72330,MacDonnell (R),6.3,0.4,0.2,0.3,2.6,0.2,5.1,6.7,0.9,,,0.2,0.6,1.8,29.6,12,10.9,8.4,8,1397
2011,72800,Palmerston (C),0.3,2.5,5.2,1.8,8.8,3.2,9.8,4.7,5.7,1,1.7,1.6,4.2,3.3,24.7,6.7,7.9,1.3,4.1,14248
2011,73600,Roper Gulf (R),11.2,3.1,1.1,1.3,3.4,,6.2,3.5,0.5,,0.4,0.5,0.6,1.3,29.9,11.9,7,1.4,11.6,1695
2011,74050,Tiwi Islands (R),0.8,,0.7,0.4,10.3,,5,2.4,0.4,,,,1.6,1.4,26.3,18.6,8.7,7.2,14,738
2011,74550,Victoria Daly (R),23.7,6,0.7,0.3,2.3,0.3,3.6,3.6,1.1,,,0.3,1.8,1.9,25.8,9.6,4.5,1.6,6.8,1096
2011,74560,Wagait (S),2.5,7.5,3.5,1.5,11.6,,5.5,9,5.5,,1.5,,4.5,5.5,21.1,6.5,12.1,2.5,4.5,199
2011,74660,West Arnhem (R),2.3,12,0.7,0.5,6,0.2,3.7,8.1,1.4,0.1,0.8,0.1,1.1,2.1,16.9,11.2,6.5,5.4,17.3,2139
2011,74680,West Daly (R),2.9,0.7,,,5.1,,5.7,0.5,1.1,,0.7,0.5,0.5,4.9,25.5,22.4,7.9,2.1,16.9,611
2011,79399,Unincorporated NT,2.5,10.7,17.4,0.7,7,0.6,5.8,13.1,5.3,0.4,0.4,0.9,1.8,3.8,9,8.3,7.2,0.9,2.4,4026
2011,89399,Unincorporated ACT,0.2,,2.1,0.8,6.1,1.2,7.6,5.8,2.2,1.9,1.8,1.2,9.8,2.4,32.7,8.8,9.2,1.7,3.2,195620
2011,99399,Unincorp. Other Territories,,11.7,0.7,2.8,6.2,1.4,7.3,3.8,5.4,0.3,0.3,0.7,2.9,5.2,31.1,9.7,5.2,2.2,2,
2016,10050,Albury (C),1.4,0.2,9.2,0.8,9.2,2.3,11.5,8.4,4.6,1.2,1.9,1.3,4.3,3,7.3,9.6,15.2,1,4.1,22907
2016,10130,Armidale Regional (A),10.8,0.5,2.6,0.7,5.7,1.6,10.8,7.8,2.2,0.9,2.1,1,5.2,3.3,4.8,19.4,13.7,0.7,3.3,12327
2016,10250,Ballina (A),4.4,0.6,4.7,0.8,8.9,1.7,11.6,8.6,2.9,1,2,1.9,5.4,3.2,5.7,11.1,16.9,1.3,3.5,17463
2016,10300,Balranald (A),30,0.4,4.2,1.6,4.9,1.2,8.7,6.7,4.4,,0.7,0.5,1.5,1.7,5.8,7.3,10,0.8,2.1,982
2016,10470,Bathurst Regional (A),3.8,1.4,8.3,1.3,8.3,1.7,10.5,7.2,3.5,1.5,1.4,1.3,4,3,8.7,12,13.4,1.3,3.7,18165
2016,10500,Bayside (A),0.1,0.1,4.3,0.6,7.4,3.1,9.9,9.1,8.6,2.2,6.1,1.9,8.5,4.7,5.6,6.6,10.9,1.6,3.6,75788
2016,10550,Bega Valley (A),7,0.2,8.1,1,9.1,1.9,11.6,10.8,3.3,0.8,1.4,1.4,4.3,3.2,5.3,7.5,14.4,1.6,3.5,13153
2016,10600,Bellingen (A),7.3,0.6,5.7,0.6,9.4,1.7,9.9,7.9,3.2,1.1,1.3,1.4,4.5,3.7,5.4,11,16.8,1.5,3.3,4890
2016,10650,Berrigan (A),18.5,0.1,7.9,1.4,6.8,2.9,8.6,8.6,5.5,0.5,0.6,0.7,3,2.1,3.6,7.2,12.1,1.1,4.5,3282
2016,10750,Blacktown (C),0.5,0.1,8.2,1,8,4.6,10.6,5.6,7.6,2,5.8,1.2,5.9,3.4,6.1,6.3,12.7,1,3.6,151468
2016,10800,Bland (A),28.6,8.4,3,0.3,5.2,1.8,7.9,5.7,4.5,0.3,0.7,0.9,2.7,2,5,7.5,7.4,0.2,4.1,2541
2016,10850,Blayney (A),12.6,6.4,6.5,1.5,6.9,2.9,8.8,5.4,4,0.6,1,1.1,3.9,2.6,6,7.7,12.4,0.7,4.3,3222
2016,10900,Blue Mountains (C),0.8,0.3,4.9,1.2,8.1,2.2,8.3,7.4,3.6,1.7,2.8,1.7,6.4,3.1,8.9,14.8,14.6,2.3,3.3,35860
2016,10950,Bogan (A),22.9,14,1.8,1.1,4.5,0.9,8.4,5.2,3.8,0.6,0.8,0.6,2.6,1.6,7.9,8.3,8.8,0.5,2.8,1173
2016,11150,Bourke (A),14.5,0.8,1.2,1.4,4.2,1.1,8.5,6.1,1.1,1.5,0.5,,2.1,3.1,14.4,14.9,13.6,1.7,3.3,1000
2016,11200,Brewarrina (A),24.1,0.8,,0.8,3,,3,3.2,2.6,,1.4,1.4,0.8,2.6,14.7,17.7,16.7,1.2,2.2,498
2016,11250,Broken Hill (C),1.7,10.8,2.2,2,5,1.8,12.1,9.6,3.8,1,1.3,0.9,2,3,7.1,8.4,18.3,0.9,4.3,6902
2016,11300,Burwood (A),0.2,0.2,4,0.6,6.6,3.1,9.8,10.4,3.9,2.6,7,2.2,10.1,4.3,4.4,7.5,12.4,1.4,3.2,17174
2016,11350,Byron (A),3.8,0.4,4,0.5,8.5,2.1,10.2,12,2.7,1.5,1.4,2.1,7.1,4.7,3.2,9.8,14.2,2.6,3.5,13557
2016,11400,Cabonne (A),18,3.2,6.8,1,7.8,2.1,7.3,4.7,3.1,0.6,1.2,1.1,3.9,2.6,6.5,8.8,12.8,0.5,3.5,6032
2016,11450,Camden (A),0.9,0.5,7.6,1.1,12.3,3.7,10.6,5.2,6.7,1.2,3.7,1.9,5,2.9,6.9,9.3,10.3,1.4,4,40014
2016,11500,Campbelltown (C) (NSW),0.3,0.2,9.4,1,8.4,3.6,10.8,6.3,8.1,1.4,4.5,1.4,4.8,3.6,6.2,7,12.4,1.1,3.5,68841
2016,11520,Canada Bay (A),0.2,0.2,4.4,0.6,6.9,4.1,8.4,6.4,3.5,3.3,9,3.2,12.7,3.4,5.2,8.6,10.4,1.8,3.2,44699
2016,11570,Canterbury-Bankstown (A),0.2,0.1,6.6,0.6,9.5,3.4,10.4,7.3,7.7,2,5,1.5,6.3,3.9,5,7.3,10.8,1.4,4.3,138192
2016,11600,Carrathool (A),46.5,0.6,3.3,0.4,3.6,1.7,4.4,5.6,3.6,0.4,1.1,0.2,1.2,3.2,5.3,5.6,6.3,0.6,1.7,1384
2016,11650,Central Coast (C) (NSW),0.8,0.5,6.3,1.1,11.3,2.5,11.1,7.6,3.8,1.9,3.3,1.7,5.4,3.6,6.2,7.7,15.3,1.5,4.2,139593
2016,11700,Central Darling (A),37.9,0.7,,1.8,2.8,1.6,2.3,6.4,1.6,0.7,0.7,,0.5,2.5,12.1,13.5,8,0.7,2,564
2016,11720,Cessnock (C),1.9,9.6,8,1.3,8.4,1.9,10.6,10.2,4.1,0.6,1.6,1.4,3.4,4.1,4.7,5.7,12,1.2,5.1,21626
2016,11730,Clarence Valley (A),6.4,0.5,5.5,1.1,8.7,1.7,11.8,9.2,4.3,0.9,1.2,1.6,3.3,3.3,7.9,7.9,15.4,1.3,4.1,17565
2016,11750,Cobar (A),11.7,32,1.8,1,3.9,0.7,6.8,5.9,2.8,0.3,0.5,1.2,1.8,2.6,6.6,6,7.2,0.6,3.2,2014
2016,11800,Coffs Harbour (C),5.3,0.4,3.4,0.8,9.9,1.9,12.2,9.5,3.4,1,1.6,1.7,4.5,3.5,6,8.9,16.9,1.4,3.9,29620
2016,12000,Coolamon (A),22.6,0.7,6.1,1.1,6.3,3.9,7.5,4.1,4.5,0.6,1.3,0.9,3.2,2.2,7,10.9,9.7,0.5,2.8,1728
2016,12150,Coonamble (A),31.1,0.2,0.3,0.6,4.8,2.8,6.8,3.9,3.9,0.4,1.1,0.4,2.1,1.8,6.8,11,13.4,0.3,3.1,1419
2016,12350,Cowra (A),17.1,0.5,7.8,1,6,2.8,10.1,7.4,3.8,0.5,1.2,1.1,2.8,2.6,5.1,8.6,12.5,1,4,4811
2016,12380,Cumberland (A),0.2,0.1,7.2,0.7,10.6,3.7,10.1,7.6,6.2,1.9,5.4,1.3,6.4,4.1,4.8,5.7,11.9,1,3.4,86838
2016,12700,Dungog (A),10.6,3.9,5.9,2,11.6,1.7,8.6,5.1,5.1,0.4,1.7,1.3,5.7,3.1,5.1,7.7,10.8,0.7,4.7,3885
2016,12730,Edward River (A),16.6,0.2,7.8,2.6,7.2,2.3,8.9,6.7,4.7,0.6,2.1,0.7,4,2.2,5.3,7.1,13,0.6,3.5,3812
2016,12750,Eurobodalla (A),2.8,0.3,3.5,1.2,10.7,1.3,13.7,10.9,3.5,1.2,1.1,1.6,4,4,7.8,8.1,14.6,1.7,4,12976
2016,12850,Fairfield (C),0.7,0.1,11.9,0.7,10.3,3.8,11,6.6,6.7,1.5,4.3,1.3,4.6,3.6,3.8,5.2,9.4,1.1,4.8,71899
2016,12870,Federation (A),16.6,0.2,12,0.6,8.1,2.2,9.5,7.6,5.2,0.3,0.9,0.6,2.8,2.9,4.5,5.8,10.9,1.1,3.7,4970
2016,12900,Forbes (A),18.1,2.9,4.9,1.1,6.6,3.3,11.2,5.3,3.6,0.3,1.5,0.8,3.1,1.7,4.7,10.2,11.5,0.6,3.7,3944
2016,12930,Georges River (A),0.2,0.1,5,0.6,7.1,3.5,10.1,8.5,6.2,2.2,6.8,2.1,9.3,3.9,4.8,7.3,12.1,1.5,3.4,69537
2016,12950,Gilgandra (A),27.9,0.4,2.5,1.1,4.1,2,8.3,5.9,4,0.6,0.8,0.5,1.7,2.2,7.9,8.4,12.8,0.6,3.6,1783
2016,13010,Glen Innes Severn (A),18.9,0.5,3.2,1.1,6.6,2.2,9.6,8,3.8,0.3,1.1,0.8,2.6,3,7.5,7.6,12.7,1,4.5,3224
2016,13310,Goulburn Mulwaree (A),3.8,1.6,5.5,1.2,9.2,1.8,10.7,7.8,5,0.9,1.4,1.4,3.9,3.1,10.9,7.4,15,1.2,4.2,12722
2016,13340,Greater Hume Shire (A),22.1,0.7,7.1,0.6,7.7,2.3,8.1,5,5.2,0.4,1.4,0.8,3.4,2.5,5.8,8.9,10.2,0.5,3.9,4614
2016,13450,Griffith (C),11.2,0.2,18.5,1.5,6.6,2.4,12.2,5.2,3,0.6,1.5,1,3.3,2.8,4.2,6.6,9.9,0.6,4.1,11713
2016,13510,Gundagai (A),15.2,0.4,11,1.1,6.1,1.9,8.9,7.4,5.9,0.3,1.3,0.7,4.1,2.6,5.5,7.5,11.6,0.9,3.2,4382
2016,13550,Gunnedah (A),13.8,13.7,5,1,5.1,2.8,8,6.8,3.5,0.5,1.2,1.2,3.4,2.7,4.5,7.8,10.2,0.4,4.7,5381
2016,13660,Gwydir (A),39.9,0.8,2.7,0.8,4.5,1.3,5.5,4,3.3,0.4,1,0.8,2.3,2,7.5,7.8,9.2,0.3,2.7,2083
2016,13800,Hawkesbury (C),2.9,0.4,7.4,1.3,15.2,3.2,9.5,5.3,4.6,1.5,2.3,1.5,4.6,2.9,7.1,8.5,9.9,1.8,4.7,32329
2016,13850,Hay (A),23.8,,3.2,0.8,10.2,1.4,10.6,6.6,3.6,0.9,0.7,0.7,1.9,3.2,8.2,7.9,6.9,0.6,2.9,1296
2016,13910,Hilltops (A),20.8,1.1,5,1,7.8,2.7,10.9,5.6,4.2,0.7,1.8,0.9,3.1,2.5,4.9,7.3,10.8,0.8,3.8,7563
2016,14000,Hornsby (A),0.6,0.2,4.6,0.7,6.8,4.3,8.7,5,2.7,3.6,7.1,1.8,12.8,3.2,4.9,10.7,13.5,1.5,3.3,70798
2016,14100,Hunters Hill (A),0.4,0.3,4.1,0.6,5.8,4.7,7.8,4.9,2.5,3,8.7,3.8,14.8,2.7,3.8,8.9,13.8,1.9,3.1,6240
2016,14170,Inner West (A),0.2,0.1,3.6,0.6,5.1,2.7,7.3,6.9,3.3,5.4,7.4,1.8,14.1,3.6,6.3,10.5,11.1,3,3.1,99575
2016,14200,Inverell (A),12.4,0.8,11.4,1.1,6.8,2.6,12.1,6,2.5,0.7,1.2,1,3.1,2.8,5.1,8.6,13.3,0.5,3.7,6393
2016,14300,Junee (A),16.4,0.2,12,0.6,5.7,1.9,6.3,5.3,7.4,0.2,0.9,0.8,3.4,2.2,10.5,7.7,10.6,0.8,3.4,2318
2016,14350,Kempsey (A),5.8,0.4,6.1,1,9.8,1.3,12.2,8.9,4.5,0.3,1.2,1.2,3.1,3.9,6.4,9,16.1,0.9,3.5,9463
2016,14400,Kiama (A),1.9,1.7,4.7,1,11.4,1.5,8.1,8.7,3.6,0.8,2.5,1.6,5.7,2.6,8.9,13,14.4,1.6,3.1,9488
2016,14500,Ku-ring-gai (A),0.3,0.3,3.7,0.5,4.4,4.3,8.1,4.8,2.2,3.9,10.3,2.6,17,2.6,3.7,9.9,13.1,1.5,2.7,54920
2016,14550,Kyogle (A),18.7,0.7,8.1,1,8.3,1.9,9.2,4.4,3.3,0.7,0.8,1,3.2,2.3,4,9,14.4,1.1,2.9,3239
2016,14600,Lachlan (A),28.1,2.5,5.4,1.5,3.9,2.6,7,4.4,3.4,0.4,0.7,0.4,2.3,1.8,5.9,10.1,10.8,0.4,2.8,2472
2016,14650,Lake Macquarie (C),0.4,2.6,6.6,1.6,10.4,2.2,10.4,6.8,4.2,0.9,3.3,1.4,5.3,3.3,5.9,8.9,16.8,1.2,4.3,85264
2016,14700,Lane Cove (A),0.2,0.2,3.5,0.5,4.4,3.5,7.3,5,2.3,4.8,10.4,2.7,17.9,3.1,4.1,8.5,12.9,1.7,2.8,19292
2016,14750,Leeton (A),11.9,0.9,18.2,3,5.9,2.6,8.5,5.1,4.3,0.4,1.3,0.7,2.7,2.8,4.9,11,7.9,0.3,3.2,4705
2016,14850,Lismore (C),6,0.4,5.9,0.8,6.8,1.8,12.5,7.1,3.1,1,1.8,1.2,4.4,3.2,5.1,11.2,19,1.1,3.9,18168
2016,14870,Lithgow (C),2.9,8.9,5.3,3.6,6.7,2.2,9.8,9,4.6,0.8,2,1.3,2.9,3.5,9.6,6.4,11.6,1.1,3.9,7798
2016,14900,Liverpool (C),0.8,0.2,9.3,0.8,9.9,3.9,10.1,5.6,7.8,1.5,4.6,1.3,4.8,3.4,6.3,6.7,11.4,1.2,3.8,83905
