lga_code_2016,lga_name_2016,New Zealand,Japan,Hong Kong,Singapore,Malaysia,Indonesia,Taiwan,Thailand,Korea,China,India,United States of America,Canada,United Kingdom,Germany,Scandinavia,France,Italy,Netherlands,Switzerland
54900,Lake Grace (S),40577,0,5114,723,572,0,0,0,0,128,0,0,0,34408,1073,5262,2283,0,980,475
54970,Laverton (S),17739,0,0,0,0,325,0,22799,0,0,0,0,137,4039,67,1101,7796,511,148,380
55040,Leonora (S),2104,0,0,0,0,2264,0,829,0,176,4494,1528,1131,29784,1745,469,771,269,132,461
55110,Mandurah (C),189922,7111,1878,77421,47435,70433,23047,34408,68213,21034,68093,83568,19343,380627,50228,2627,26938,29995,5274,2157
55180,Manjimup (S),39955,26638,49865,15839,4319,14013,172428,905,22686,4495,1776,33940,9438,59107,29451,1990,75244,101990,4767,8369
55250,Meekatharra (S),6337,0,2970,52,0,101,6195,0,0,1916,0,1999,949,6959,5289,378,3990,0,1388,712
55320,Melville (C),125435,154916,131571,343670,412738,223460,193019,68755,126988,357745,173464,162029,16374,598845,211962,24447,31206,43830,8654,11004
55390,Menzies (S),619,0,0,0,0,0,0,4648,0,0,0,0,0,405,0,0,235,0,464,265
55460,Merredin (S),28737,0,0,0,0,0,0,0,0,44922,0,480,84,11255,1621,7881,591,0,1203,5262
55530,Mingenew (S),0,0,0,0,0,0,0,0,0,0,0,453,0,0,161,0,0,0,0,0
55600,Moora (S),13960,0,0,207,0,5567,0,5997,0,0,2117,1045,0,19526,7665,8309,3562,0,0,822
55670,Morawa (S),3359,0,0,0,0,0,0,1156,0,0,0,0,0,22922,192,3701,0,0,331,0
55740,Mosman Park (T),18255,0,7451,2389,12572,2746,0,26601,0,41947,3618,12836,8754,126179,60090,11906,9129,123770,688,3409
55810,Mount Magnet (S),1153,0,147,0,94,0,0,0,559,0,0,10058,0,27559,2483,59,267,4532,740,574
55880,Mount Marshall (S),0,0,0,0,0,0,0,0,0,0,0,0,0,15962,2411,0,0,0,0,60
55950,Mukinbudin (S),1376,0,0,0,0,0,0,0,10319,0,0,998,0,0,14155,0,0,0,0,0
56090,Mundaring (S),55752,18204,2297,1543,1771,8320,26753,2614,7342,3683,0,17355,8986,102297,11146,4088,0,1041,2073,18727
56160,Murchison (S),535,0,0,0,0,0,0,0,0,0,0,0,0,846,52,0,0,0,0,0
56230,Murray (S),13026,0,0,1063,1804,1937,0,28836,52,0,0,0,1895,28007,437,186,1607,138,673,530
56300,Nannup (S),591,0,0,373,0,0,0,0,0,0,0,34332,0,3676,7383,17897,69,0,1549,195
56370,Narembeen (S),6902,0,0,0,0,0,24902,0,0,0,0,0,0,3455,2359,74836,0,569,0,0
56460,Narrogin (S),20043,371,0,594,0,0,1613,0,691,0,0,160,310,14439,13753,141,8421,593,392,177
56580,Nedlands (C),64921,100726,94029,346752,275486,101597,34440,4627,15746,785719,43869,38399,5686,123671,37908,16073,8362,24116,12446,25255
56620,Ngaanyatjarraku (S),2722,0,0,0,0,0,0,0,0,0,0,0,4168,0,206,0,313,45,214,68
56730,Northam (S),29763,107,0,2493,6060,462,0,159,14,0,1961,14323,1362,22973,298,396,2118,2225,1604,814
56790,Northampton (S),24965,3242,3900,8699,3320,5468,3598,1064,1790,7044,260,20813,6770,45103,55910,14305,18737,5488,8911,21229
56860,Nungarin (S),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56930,Peppermint Grove (S),0,0,322,1406,0,7383,0,2359,0,0,0,0,0,709,9149,100,0,0,1605,0
57000,Perenjori (S),217,0,0,0,0,0,0,0,0,0,0,0,0,12370,0,0,0,0,0,5664
57080,Perth (C),1949090,1075214,928316,1047848,1136231,500524,1263083,153847,1181269,1880051,430893,2130180,574597,3111406,1426584,459866,1509678,739521,239869,269428
57140,Pingelly (S),0,0,0,0,0,0,0,0,0,0,0,680,409,0,0,0,0,0,0,0
57210,Plantagenet (S),4422,0,2283,851,293,0,0,382,0,143,299,9699,4641,15200,6553,1932,5765,718,1719,1876
57280,Port Hedland (T),317544,8202,25286,1001,14423,18086,9840,19082,91802,30178,46963,105715,4287,105365,43915,553,116049,1377,9062,6790
57350,Quairading (S),0,0,0,0,0,0,0,0,0,0,0,0,0,777,2887,0,0,0,131,0
57420,Ravensthorpe (S),2322,0,0,199,0,0,0,0,0,929,0,0,968,9858,1766,2824,490,7767,2545,2199
57490,Rockingham (C),232074,12970,8443,29148,16334,25147,46103,35706,24190,54585,30071,126152,16398,811792,55667,8454,2945,31855,23774,41423
57630,Sandstone (S),418,0,0,0,0,0,0,0,0,0,0,176,0,1068,604,0,68,0,330,0
57700,Serpentine-Jarrahdale (S),10539,0,2509,11683,16667,0,0,7408,0,0,3376,9583,2331,91138,388,0,19356,4642,6808,686
57770,Shark Bay (S),10745,8985,3198,3822,1820,522,1948,314,2725,2945,108,28429,3015,87765,66998,9633,16676,11245,14592,26214
57840,South Perth (C),77294,124214,154292,289901,234781,127215,135133,24361,312790,401250,104101,105323,32157,276530,39787,22089,100743,6945,4388,9665
57910,Stirling (C),349733,242965,233803,178227,397039,166921,105200,149298,267584,324114,980501,187329,147332,1377079,115021,132350,130242,282530,50599,103615
57980,Subiaco (C),36959,63872,33868,81293,46704,6480,0,26057,6412,39359,13906,24209,43300,452979,4024,89759,54422,6206,40562,12185
58050,Swan (C),154632,10281,42919,178302,103570,32905,17493,63799,1169,26614,188504,63986,21442,283347,17439,48233,50577,120300,3956,1622
58190,Tammin (S),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58260,Three Springs (S),0,524,0,0,0,0,0,0,0,0,0,0,0,0,8962,0,0,0,526,0
58330,Toodyay (S),8783,0,0,2883,76,0,305,7309,0,0,0,0,705,7642,3412,0,0,0,1181,1043
58400,Trayning (S),8885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535
58470,Upper Gascoyne (S),0,0,0,0,0,0,0,0,0,0,0,0,0,2482,1202,0,1373,0,0,1161
58510,Victoria Park (T),89528,77126,371782,187164,164172,140451,60272,24494,317881,376884,87855,136841,13137,172515,103675,90668,29263,38691,8973,6474
58540,Victoria Plains (S),2886,0,0,607,0,1140,305,264,0,0,0,0,77,97,0,0,0,0,310,0
58570,Vincent (C),3796,20966,78753,16743,22007,22527,13901,3129,175959,14835,0,6334,234,78084,16648,67112,56778,79678,1863,794
58610,Wagin (S),0,222,0,0,0,0,0,0,0,0,0,160,0,231,980,426,46749,0,0,293
58680,Wandering (S),0,0,0,0,0,0,0,0,0,0,0,0,0,2227,0,0,0,0,0,0
58760,Wanneroo (C),246522,39348,162189,61689,85222,57119,55617,51669,0,48685,114985,22865,24485,1149498,57227,50628,49330,40578,26220,25661
58820,Waroona (S),0,0,0,0,0,4903,0,13512,0,69,0,6095,0,7121,21886,0,341,10211,449,0
58890,West Arthur (S),961,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0
59030,Westonia (S),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,265
59100,Wickepin (S),0,85,0,0,0,0,0,0,0,0,0,0,0,0,736,0,0,0,0,0
59170,Williams (S),24749,0,0,443,0,0,0,0,0,0,0,0,0,8611,0,0,0,0,0,0
59250,Wiluna (S),2844,0,0,15297,0,0,0,0,0,0,0,1607,3320,0,14845,0,11911,511,3037,78
59310,Wongan-Ballidu (S),6472,0,0,0,0,0,0,0,0,0,0,0,378,0,7851,0,0,0,0,0
59320,Woodanilling (S),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0
59330,Wyalkatchem (S),99,1226,0,0,0,0,0,1864,0,0,0,480,0,8251,2049,0,871,19356,0,0
59340,Wyndham-East Kimberley (S),39736,93300,94,5577,68,1259,62091,896,1212,0,5366,37610,16702,58588,107681,2879,40703,5784,11680,17161
59350,Yalgoo (S),38964,437,0,0,0,0,0,1398,0,0,0,76,0,10540,0,167,0,0,131,72
59360,Yilgarn (S),12483,0,0,0,0,1710,14565,0,0,0,0,192,0,919,2765,0,0,0,253,707
59370,York (S),9853,1895,871,2429,980,149,609,174,0,0,0,3303,80,4756,2163,15054,7428,3472,356,794
60210,Break O'Day (M),8948,0,13091,3549,925,0,1205,140,11824,3102,0,17174,11074,11768,25362,765,6594,839,2395,3656
60410,Brighton (M),1298,0,0,0,0,0,0,0,0,0,0,63,0,0,1773,0,0,0,0,0
60610,Burnie (C),23715,16313,10117,1547,18356,0,3676,7627,3480,7610,48124,21612,5361,45773,19041,162,6163,26,1001,5478
60810,Central Coast (M) (Tas.),21960,0,437,9870,62,0,0,333,0,0,4236,57258,1119,6964,335,736,2063,0,603,756
61010,Central Highlands (M) (Tas.),10095,562,2901,1000,0,0,0,0,0,662,0,4862,206,4599,4611,0,1142,0,778,1124
61210,Circular Head (M),6088,1733,5383,2210,505,15471,78,0,12511,3086,0,12348,6122,30845,5730,457,2331,95,379,2008
61410,Clarence (C),23090,4020,1113,1213,4137,0,78,0,520,15160,0,14619,3777,19950,17305,1610,5083,793,1686,2061
61510,Derwent Valley (M),9702,5406,750,243,42,0,0,0,2630,1434,0,3318,5868,12485,9474,320,4166,350,481,1975
61610,Devonport (C),40311,30516,152123,14712,8051,65,67986,32211,35851,1130,249,20907,6068,24750,19808,18995,33925,999,5082,3460
61810,Dorset (M),3959,0,1666,369,0,0,0,0,0,677,0,6008,2719,3601,2053,519,383,0,580,795
62010,Flinders (M) (Tas.),405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62210,George Town (M),380,0,935,2776,0,0,0,0,0,415,0,10939,69,22869,2750,0,0,0,45,0
62410,Glamorgan/Spring Bay (M),12547,5433,19164,16076,19732,764,19104,508,1118,16590,623,51141,26495,36931,37866,6307,11844,4611,13898,11487
62610,Glenorchy (C),1171,36291,2225,739,722,0,0,0,7457,712,0,11537,0,267,311,0,0,0,0,0
62810,Hobart (C),199190,384743,500910,236017,408664,35028,264231,98921,173467,820659,265179,580470,198170,526889,237497,59931,244679,83864,52385,74111
63010,Huon Valley (M),3261,15631,118649,739,2496,0,76722,0,126,381,0,15104,10357,51504,28482,3251,17933,24490,8810,21286
63210,Kentish (M),13190,8095,18711,18473,5044,89,9774,16571,20190,10950,1055,24073,8476,21067,20539,1939,15400,1013,8331,12806
63410,King Island (M),3492,0,0,0,0,0,0,0,0,0,0,1113,0,42258,0,0,0,0,0,1862
63610,Kingborough (M),5556,21638,4751,2649,1565,1065,645,31615,12077,831,4980,34852,933,35744,21586,1188,16453,8897,3046,11050
63810,Latrobe (M) (Tas.),5320,0,0,0,0,0,36091,0,0,0,0,11418,0,15615,1912,0,79,0,0,284
64010,Launceston (C),78909,66441,181673,156709,221451,34867,235882,16639,109506,350632,53934,128700,143341,180280,86228,12774,86577,32294,10255,21350
64210,Meander Valley (M),13161,24728,1170,636,13758,0,14388,0,0,1355,0,67358,1721,49202,3942,1422,7562,7715,699,1189
64610,Northern Midlands (M),12494,237,534,496,270,0,0,149,344,1154,0,980,1846,28190,2193,121,4098,106,215,0
64810,Sorell (M),702,510,0,0,505,0,0,0,0,0,0,2970,145,4256,138,0,156,1296,5360,0
65010,Southern Midlands (M),0,0,2291,0,0,0,0,0,0,426,0,5591,712,127,0,0,1158,1877,0,0
65210,Tasman (M),8296,30448,16190,4827,3118,1442,53529,881,126,45275,335,43688,4988,25591,15705,2047,14563,4027,2870,7410
65410,Waratah/Wynyard (M),3629,1822,0,0,0,7897,0,0,0,0,0,1747,157,5140,2399,1201,797,1044,0,10023
65610,West Coast (M),18185,8833,11746,3843,2436,91,567,228,5220,3251,354,19188,5328,27894,15780,3909,3762,1681,4381,6560
65810,West Tamar (M),0,0,1932,0,219,0,15437,0,0,3024,0,3151,3041,19903,9960,1785,23074,0,0,68
70200,Alice Springs (T),174450,47165,71591,4870,7138,10956,383168,541,91488,17664,19183,555718,56170,271227,257768,58382,152642,45132,64854,68756
70420,Barkly (R),13912,712,445,498,77,353,2785,23,596,2399,0,10399,3060,20422,17843,33188,12844,4765,6188,5584
70540,Belyuen (S),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70620,Central Desert (R),1127,71,0,0,0,2267,0,0,0,0,0,661,0,1130,5300,0,3663,5750,914,927
70700,Coomalie (S),24511,411,47,1552,0,715,3508,667,235,0,0,4930,1894,13764,18795,3074,11046,3244,4728,9246
71000,Darwin (C),496746,733030,94354,146151,38309,451655,892411,163120,233196,312571,174577,704001,157774,1243708,959294,185119,551073,278879,209006,88814
71300,East Arnhem (R),4854,0,0,130,0,16080,0,0,0,0,8641,2703,1887,4824,19121,0,2239,0,3964,0
72200,Katherine (T),40023,21469,4972,8083,271,4390,17888,23,48091,222,329,68980,19646,42155,77525,24799,39893,17419,8925,14126
72300,Litchfield (M),12863,2255,0,7794,7132,0,2767,0,0,0,1338,13803,5531,12638,47949,1316,19883,8336,2238,46518
72330,MacDonnell (R),44214,135522,23835,5975,3303,5196,28111,1162,66125,47471,2757,245152,49162,244386,207043,37489,122046,73195,41702,61661
72800,Palmerston (C),9162,13707,0,0,0,10838,0,0,0,0,0,14110,2100,7788,1350,1006,840,20379,7024,0
73600,Roper Gulf (R),35587,378,1286,748,0,13006,1785,644,235,0,4420,18582,4533,35664,40837,19269,8963,21048,14612,8674
74050,Tiwi Islands (R),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1599
74550,Victoria Daly (R),5367,631,324,1490,0,329,987,1494,117,0,2626,8639,403,24606,9116,1128,7232,92,3855,7376
74560,Wagait (S),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,376,91
74660,West Arnhem (R),28327,3370,1523,4579,3283,2160,45284,0,657,426,0,31461,8248,77182,51403,6953,35556,12453,15314,30816
74680,West Daly (R),0,0,0,0,0,0,14903,0,0,0,0,0,0,34638,5794,0,0,0,0,0
79399,Unincorporated NT,2873,0,0,0,0,94,0,1195,305,0,0,18875,3277,53249,15134,2640,2396,1648,4176,5715
89399,Unincorporated ACT,849939,404647,413225,587363,481201,508626,724959,347931,1005578,4009555,953246,1065929,265034,1191394,298504,106834,340192,65627,76800,37623
