State,StateName,lga_code_2016,lga_name_2016,Visitors_000,Nights_000,AvNightsStay,Spend_M,AvSpendTrip,AvSpendNight,AvSpendNight_AccomCM_M
1,NSW,16200,Parkes (A),255.67075,269.24825,2.3226924429,51.891595863,202.96258318,128.95618861,
1,NSW,16380,Port Macquarie-Hastings (A),1464.67125,2675.9835,3.4135871428,443.00158501,302.45803283,135.11291491,170.62771946
1,NSW,16400,Port Stephens (A),1365.9355,2294.60975,3.4691360684,525.61054461,384.79894886,198.50311218,197.73821032
1,NSW,16490,Queanbeyan-Palerang Regional (A),508.92825,699.7395,3.4021074178,97.088114584,190.76974914,104.37117428,
1,NSW,16610,Richmond Valley (A),292.487,514.96175,4.1118978417,67.4052787,230.45563974,100.42885521,
1,NSW,16900,Shellharbour (C),415.1735,318.29475,3.4253418134,74.618530764,179.72854906,104.42227381,
1,NSW,16950,Shoalhaven (C),2630.9495,4085.04325,3.3416867118,618.06965054,234.92265836,115.61912465,160.66990723
1,NSW,17000,Singleton (A),397.316,501.54725,3.3366191889,70.540216667,177.54184746,98.883674735,184.57526793
1,NSW,17040,Snowy Monaro Regional (A),1055.64675,2322.296,3.6664160339,521.08087372,493.61291902,200.23766529,255.45228344
1,NSW,17080,Snowy Valleys (A),353.30325,444.65725,3.2444122996,72.512268178,205.24087502,121.39622189,131.19879893
1,NSW,17310,Tamworth Regional (A),987.4895,1502.4045,3.1415315966,261.82331218,265.14035054,126.12190175,151.36507919
1,NSW,17550,Tweed (A),1678.54825,2230.244,3.8969960156,359.6982614,214.29128498,119.1219459,155.37754815
1,NSW,17620,Upper Hunter Shire (A),274.71425,348.754,3.0074268578,46.43705127,169.0376501,92.641184959,
1,NSW,17750,Wagga Wagga (C),1295.6045,1515.66575,3.1818021033,369.90117263,285.50469887,128.12276011,182.1746828
1,NSW,18020,Warrumbungle Shire (A),,258.194,2.0599201782,,,113.76118064,
1,NSW,18230,Western Plains Regional (A),1115.78125,1353.7395,2.5649632305,312.90543834,280.43618616,161.21224287,204.91187213
1,NSW,18350,Wingecarribee (A),1409.88975,987.91025,2.4797582016,236.19457046,167.52697895,141.42301805,217.25443493
1,NSW,18450,Wollongong (C),3613.5925,3040.9845,4.3436895839,604.36475941,167.24762391,117.72233717,150.25920015
1,NSW,18710,Yass Valley (A),376.82675,323.905,2.5589612626,49.570873585,131.54818119,103.90718714,
2,VIC,20110,Alpine (S),509.88575,1130.33225,3.4109259375,189.61890072,371.88507566,155.42683676,178.20589196
2,VIC,20570,Ballarat (C),2311.36175,1425.7015,2.4952694156,367.04838317,158.80178997,133.10141034,197.74119684
2,VIC,20740,Bass Coast (S),2115.14075,2480.8095,2.999259195,397.60525685,187.98051943,116.48876238,169.82904776
2,VIC,20830,Baw Baw (S),861.23925,444.2115,2.7635533947,73.228463002,85.026852877,76.443435516,88.745241809
2,VIC,21010,Benalla (RC),275.2555,259.07,2.4210905047,39.520005552,143.57571621,98.527720594,
2,VIC,21370,Campaspe (S),1011.304,1322.556,2.8271583826,214.27685678,211.88174553,118.01985293,161.56829607
2,VIC,21450,Cardinia (S),641.7785,562.4795,5.1827814814,72.340227042,112.71837097,68.575270543,
2,VIC,21750,Colac-Otway (S),802.21025,1099.04475,2.587751885,190.30657469,237.22780242,141.95495747,171.80007839
2,VIC,21830,Corangamite (S),339.8225,340.242,2.1627039997,56.471702431,166.17999818,122.58844928,172.27290178
2,VIC,22110,East Gippsland (S),1137.7825,2193.5085,3.317052092,293.76526956,258.19105986,113.65897309,141.0938108
2,VIC,22170,Frankston (C),861.38025,732.49075,4.9785190333,120.7693877,140.20450051,89.864299361,128.55894202
2,VIC,22410,Glenelg (S),384.29225,540.30425,3.1915474571,93.099868201,242.26319475,128.33727158,133.08887395
2,VIC,22620,Greater Bendigo (C),2268.02875,1605.328,2.3764021887,393.42494795,173.46559119,124.85900334,181.58704107
2,VIC,22750,Greater Geelong (C),3804.63625,3282.74375,3.2570577781,648.34271975,170.4085955,126.11557361,157.92582438
2,VIC,22830,Greater Shepparton (C),934.35575,921.15675,3.3821821276,200.64655974,214.74321717,97.357066249,125.2632785
2,VIC,22910,Hepburn (S),937.84475,738.14275,2.3259964124,213.8894457,228.06487503,214.31261195,289.85893201
2,VIC,23190,Horsham (RC),419.98725,407.63075,2.4594999012,78.043790358,185.82418956,90.394398868,135.59235263
2,VIC,23350,Indigo (S),463.14025,462.467,2.4195165592,89.015821486,192.20057312,141.3137803,
2,VIC,23810,Latrobe (C) (Vic.),1049.2755,545.17075,2.7846730056,130.52822725,124.3984323,99.921079661,136.29031307
2,VIC,24130,Macedon Ranges (S),991.7105,488.32875,2.5472196359,99.041543644,99.869411127,94.167778128,
2,VIC,24250,Mansfield (S),495.03675,829.506,2.8798616843,95.258626117,192.42738265,97.546594246,
2,VIC,24780,Mildura (RC),699.7275,1818.34775,3.9703866456,284.33017502,406.34414828,129.58566866,137.77799468
2,VIC,24850,Mitchell (S),566.8155,369.70625,2.85894769,74.31995355,131.11842134,107.1676399,
2,VIC,24900,Moira (S),542.0735,934.7175,3.4386927547,132.9103716,245.18883804,110.04649575,
2,VIC,25340,Mornington Peninsula (S),4599.223,3935.7365,3.2547648366,657.48390094,142.95542985,100.79037824,167.1866418
2,VIC,25430,Mount Alexander (S),553.5315,357.93825,2.3125389662,62.728018025,113.32330324,98.061699227,
2,VIC,25490,Moyne (S),308.84575,581.98025,2.9121472436,99.371855762,321.75238209,160.82262696,191.15456532
2,VIC,25620,Murrindindi (S),988.68575,559.74775,2.4264513521,130.03411787,131.52219284,115.57230447,187.83773304
2,VIC,25710,Nillumbik (S),307.131,312.98775,4.4313084906,51.30118053,167.03354767,105.96075927,
2,VIC,25810,Northern Grampians (S),502.6545,637.712,2.4583690722,102.04498882,203.01218594,126.38554525,151.02680844
2,VIC,26080,Queenscliffe (B),395.22225,460.247,2.8415176056,81.095096049,205.18858958,145.35917618,216.5347703
2,VIC,26170,South Gippsland (S),893.90775,1059.0865,3.0095571922,136.8861829,153.13233709,91.475977953,137.80398179
2,VIC,26260,Southern Grampians (S),301.6135,373.06775,2.7408578135,52.751546843,174.89783064,93.788042736,163.5224828
2,VIC,26430,Strathbogie (S),,,,,,,
2,VIC,26490,Surf Coast (S),1924.43425,2360.8665,2.9248173512,392.54331181,203.97855204,126.39518076,180.96351022
2,VIC,26610,Swan Hill (RC),408.314,673.394,3.1829328241,108.80952676,266.48492767,116.20747901,141.39301826
2,VIC,26700,Wangaratta (RC),651.9705,716.32225,3.1148440778,109.02172239,167.21879655,94.532452517,155.66384933
2,VIC,26730,Warrnambool (C),937.92375,1178.66275,3.4776634863,207.5300714,221.26539754,111.03876244,133.99375731
2,VIC,26810,Wellington (S),895.5965,1057.36025,3.1886954476,134.70999809,150.41371655,87.961566959,125.7900014
2,VIC,27170,Wodonga (C),323.484,410.59625,2.6535619192,67.674116772,209.20390737,109.66771447,
2,VIC,27450,Yarra Ranges (S),2561.626,1181.38075,3.1367477285,318.91076404,124.49544314,126.45703921,174.87784585
3,QLD,30370,Banana (S),240.64,481.9525,3.7684924545,60.339843781,250.74735614,93.81055969,131.33027627
3,QLD,31820,Bundaberg (R),1223.1355,2372.975,4.7949980349,356.33038042,291.32535227,98.351249302,102.15778577
3,QLD,31900,Burdekin (S),274.612,319.22025,4.1667134391,44.279521407,161.24394202,78.523031117,
3,QLD,32080,Cairns (R),2708.40025,9251.09125,5.3292758325,2106.7604576,777.86156518,211.64200966,234.90486214
3,QLD,32260,Cassowary Coast (R),527.89525,1080.342,4.565238474,132.553398,251.09791763,104.4051571,109.99984955
3,QLD,32270,Central Highlands (R) (Qld),644.895,1389.142,4.537529602,198.49880776,307.80019655,100.80500246,139.77814945
3,QLD,32310,Charters Towers (R),350.646,383.8925,2.9840997777,52.376353613,149.37102837,94.887498295,140.69215179
3,QLD,32500,Cook (S),,499.53675,4.6929756162,,,109.28348596,133.34311779
3,QLD,32810,Douglas (S),668.384,2205.713,5.5366505683,488.67915025,731.13532078,208.15434077,227.33277706
3,QLD,33220,Fraser Coast (R),1438.431,2923.7325,4.1343482079,419.97779846,291.96937389,105.85791718,130.60253771
3,QLD,33360,Gladstone (R),852.15625,2515.80025,5.2043188312,298.54812579,350.34434799,106.09761471,154.3472626
3,QLD,33430,Gold Coast (C),10703.719,21118.70075,5.1039475494,4604.4728828,430.1750525,186.18056569,221.35614704
3,QLD,33610,Goondiwindi (R),,412.1965,2.5498846294,,,88.985758585,
3,QLD,33620,Gympie (R),1142.2655,1445.79375,3.2361356237,220.63793892,193.15819213,101.3913739,139.55357258
3,QLD,33800,Hinchinbrook (S),242.6135,239.45525,3.415251699,44.103029632,181.78308145,115.90736635,118.00669099
3,QLD,33960,Ipswich (C),1190.93275,1352.19575,4.5083297839,198.32132334,166.5260472,85.631563409,167.47542958
3,QLD,33980,Isaac (R),472.1935,1467.78175,4.6128589993,111.39621247,235.91221072,61.770649472,116.67422034
3,QLD,34530,Livingstone (S),449.17975,745.0645,3.9698715498,126.51466623,281.65710104,142.09424867,184.52998216
3,QLD,34590,Logan (C),1382.80325,1502.86675,4.8276616129,213.16737982,154.15597253,84.569857303,220.49526081
3,QLD,34770,Mackay (R),1152.0835,1991.67575,3.8704617424,361.82011565,314.0571978,135.97735282,154.14542477
3,QLD,34860,Maranoa (R),,1131.28575,4.6867127348,,,103.3018092,187.00547738
3,QLD,34880,Mareeba (S),330.76125,565.96275,5.5344790915,66.128703388,199.92881085,83.274091347,93.543737188
3,QLD,35300,Mount Isa (C),,590.42,4.2928787088,,,170.0635296,208.3822759
3,QLD,35740,Noosa (S),2031.56125,3933.3725,4.3676901488,803.83946205,395.67572085,176.06139566,218.00323608
3,QLD,36370,Rockhampton (R),1230.2395,1640.4445,3.0197445142,385.73411703,313.54392135,159.04220408,200.72823317
3,QLD,36510,Scenic Rim (R),1248.87025,729.697,2.9320378792,147.49659489,118.10401832,116.16496785,187.40368223
3,QLD,36580,Somerset (R),557.7245,441.9395,3.2264363075,56.761094523,101.77263958,67.332009073,
3,QLD,36630,South Burnett (R),595.627,554.926,3.4175160275,93.768600527,157.42839147,94.158167636,
3,QLD,36660,Southern Downs (R),881.624,1132.72,3.3850530745,171.68812837,194.74076065,99.262436305,108.66734473
3,QLD,36720,Sunshine Coast (R),6095.1445,8669.856,4.0567476836,1751.0358275,287.28372682,157.13605135,196.32814182
3,QLD,36820,Tablelands (R),574.6245,557.76225,3.5840259728,91.39961562,159.05972617,99.21530847,123.63710644
3,QLD,36910,Toowoomba (R),2684.86525,2775.4275,3.3811000039,547.55336857,203.9407261,115.74208006,158.75834216
3,QLD,37010,Townsville (C),2099.1915,4500.11275,4.5817060624,911.77888609,434.34764579,168.21821252,197.82670908
3,QLD,37310,Western Downs (R),801.49825,1339.46,3.9805853374,164.75873756,205.56344017,87.532015645,132.55670151
3,QLD,37340,Whitsunday (R),1007.1745,3503.44125,5.0927699915,748.51484422,743.18287866,198.33320531,224.83455753
4,SA,40120,Adelaide Hills (DC),535.0155,211.70525,3.3070935945,49.870171946,93.212574115,111.97866796,
4,SA,40220,Alexandrina (DC),888.504,695.6745,2.9760966657,115.95355267,130.5042551,106.68524395,140.09429448
4,SA,40310,Barossa (DC),806.733,519.50225,2.8625394665,148.45154131,184.01570446,161.13631733,214.00648754
4,SA,40520,Berri and Barmera (DC),216.3425,337.05025,3.3423432581,48.515610901,224.25372223,110.55556624,121.88402977
4,SA,41010,Ceduna (DC),,190.787,2.7352386687,,,146.05388526,199.08100966
4,SA,41140,Clare and Gilbert Valleys (DC),327.17275,336.49475,3.2301609586,69.3367153,211.92692637,138.64773367,177.0040397
4,SA,41330,Coober Pedy (DC),,255.76525,2.4864831364,,,123.36034549,142.90170752
4,SA,41560,Copper Coast (DC),,,,,,,
4,SA,41830,Flinders Ranges (DC),,234.9605,2.9865265941,,,122.83702733,142.50670296
4,SA,42750,Kangaroo Island (DC),188.2115,539.81625,3.9341910117,126.50998208,672.16924619,224.98089457,290.03950856
4,SA,43790,Loxton Waikerie (DC),225.5935,246.2845,3.1040286854,30.47376789,135.08265038,77.716270525,
4,SA,44210,Mid Murray (DC),496.46425,546.659,2.8366298808,66.610283689,134.16934591,86.884977167,123.38148207
4,SA,44550,Mount Barker (DC),665.65375,326.33525,3.1945498819,94.87759441,142.53295262,127.8970044,172.26137861
4,SA,44620,Mount Gambier (C),493.067,537.85975,2.6132911761,116.48846067,236.2528027,122.92431335,160.10971796
4,SA,45040,Murray Bridge (RC),557.39475,324.0955,2.9225504363,75.688150426,135.78913405,103.78422516,116.15097415
4,SA,46090,Port Augusta (C),360.03025,371.6575,2.4366150321,69.974093424,194.35615042,108.64131727,120.23291811
4,SA,46300,Port Lincoln (C),196.87775,440.39975,3.1999342429,90.208457253,458.19528745,176.16092027,236.65244997
4,SA,46450,Port Pirie City and Dists (M),284.196,209.7885,2.4842917367,63.098883801,222.02593915,108.95977946,
4,SA,46670,Renmark Paringa (DC),206.62025,358.53375,3.554405288,50.35762864,243.72068391,104.58646465,120.88193369
4,SA,46860,Robe (DC),,301.25475,2.9586337957,,,131.21030405,155.43386721
4,SA,48050,Victor Harbor (C),1235.7075,681.0825,2.7975416654,163.35321977,132.19408296,132.47620597,173.81160393
4,SA,48340,Wattle Range (DC),173.23225,221.26725,2.7578342873,29.951370869,172.89719939,100.84771338,137.17605101
4,SA,48540,Whyalla (C),150.05075,352.92425,4.0196040467,57.034084389,380.09862923,123.79549272,
4,SA,48750,Yankalilla (DC),323.291,376.854,3.0442762398,52.239816496,161.58759909,104.10720353,120.6411532
4,SA,48830,Yorke Peninsula (DC),391.508,943.592,3.8278352021,79.048588201,201.90797685,72.409276908,
5,WA,50080,Albany (C),717.6235,1595.871,3.8536113019,321.25234175,447.66140148,165.55179005,174.29283631
5,WA,50250,Ashburton (S),,2519.3295,9.9777302741,,,51.875959159,82.040390015
5,WA,50280,Augusta-Margaret River (S),969.418,2120.3375,3.4778559806,372.56801344,384.3213283,151.86458667,183.11469557
5,WA,50980,Broome (S),,1668.98325,6.7235762614,,,195.78709187,249.42412348
5,WA,51190,Bunbury (C),1421.491,1108.70475,2.9062409074,250.16401883,175.98705784,113.17413613,168.3045684
5,WA,51260,Busselton (C),1510.778,3156.44125,3.73641507,553.63082874,366.45412413,155.22097288,200.8694957
5,WA,51540,Carnarvon (S),,949.24675,5.6835847571,,,129.90292005,143.554278
5,WA,52590,Dandaragan (S),283.9115,474.22625,2.7951317771,71.665190689,252.42088006,123.80449631,178.74099787
5,WA,52730,Denmark (S),279.25275,494.37425,3.3802731914,91.733224996,328.49533262,156.00777744,195.72357936
5,WA,52800,Derby-West Kimberley (S),,648.5195,6.6093853507,,,102.15138817,126.01969298
5,WA,53080,Dundas (S),,216.174,2.8999322552,,,83.893367061,99.257705501
5,WA,53220,East Pilbara (S),,2099.43675,8.0482439579,,,106.02635224,189.54810786
5,WA,53290,Esperance (S),289.3575,890.18,4.119153662,140.75801586,486.45020731,152.55036224,168.72381463
5,WA,53360,Exmouth (S),,843.63475,7.1718286092,,,150.87483278,189.10253384
5,WA,53570,Gingin (S),556.067,480.594,2.7373823099,77.182925246,138.8014848,107.43937111,123.30214827
5,WA,53800,Greater Geraldton (C),502.424,1046.60025,3.495378627,209.20221128,416.38578427,165.43543349,153.85056984
5,WA,53920,Halls Creek (S),,230.462,4.2977798913,,,166.63947692,174.92752504
5,WA,53990,Harvey (S),279.606,321.7475,3.5219087964,50.916793866,182.10193582,90.762411451,
5,WA,54060,Irwin (S),,217.259,3.0279472483,,,147.92136159,139.90808618
5,WA,54280,Kalgoorlie/Boulder (C),321.93975,1089.20025,5.163560922,198.69569697,617.18286408,160.14464128,175.02684055
5,WA,54310,Karratha (C),334.46825,1788.423,8.7896907749,299.1395616,894.37356641,159.42077912,189.95585488
5,WA,54620,Kondinin (S),,116.82875,2.759609309,,,106.20366047,142.05374839
5,WA,55110,Mandurah (C),2262.90225,1536.9825,3.7291619784,306.97832078,135.65690731,103.53704621,170.34034021
5,WA,55180,Manjimup (S),360.20525,769.18875,3.529113201,106.88193669,296.72509408,118.54747566,156.67689645
5,WA,56230,Murray (S),395.20725,212.9105,2.1300155817,44.244674319,111.95309377,92.269932715,
5,WA,56790,Northampton (S),,775.68525,4.5041612168,,,118.96874922,131.83874732
5,WA,57280,Port Hedland (T),,1254.321,8.4753423223,,,117.46339341,189.0564405
5,WA,57770,Shark Bay (S),,365.389,3.1882326764,,,159.02820172,174.20357569
5,WA,59340,Wyndham-East Kimberley (S),,664.21975,6.4688170315,,,177.753851,219.39003927
6,TAS,60210,Break O'Day (M),227.21375,399.1695,2.6095692607,54.046129664,237.86469641,118.92793098,179.14322788
6,TAS,60610,Burnie (C),343.67075,313.23825,3.7437007556,67.347280127,195.9645391,116.7457004,144.0892138
6,TAS,60810,Central Coast (M) (Tas.),199.096,228.31625,4.0883187695,38.484539716,193.2963983,117.44639235,
6,TAS,61010,Central Highlands (M) (Tas.),154.714,144.1485,2.0529880081,21.338372932,137.92140939,108.72612241,184.30838044
6,TAS,61210,Circular Head (M),235.3695,237.43075,2.9542394814,36.478097823,154.98226331,108.22379452,160.05484619
6,TAS,61610,Devonport (C),447.214,582.316,3.9025560604,93.064171268,208.097625,107.19372558,126.22041936
6,TAS,61810,Dorset (M),214.70075,205.22875,3.1842724871,31.152547855,145.09752693,96.478350449,
6,TAS,62410,Glamorgan/Spring Bay (M),507.78625,781.76825,2.7572074118,108.50576925,213.68394526,117.5304209,170.54035127
6,TAS,63010,Huon Valley (M),388.31525,312.592,4.0826876422,58.92744472,151.75155938,111.1307932,154.98610928
6,TAS,63210,Kentish (M),276.26975,437.5385,2.7471538067,81.016210221,293.2503838,167.82710819,206.75450841
6,TAS,63610,Kingborough (M),311.03425,379.6595,3.6937517178,62.721169583,201.65357861,111.35138484,171.97481803
6,TAS,64010,Launceston (C),1720.3705,1891.7105,3.2566819971,465.36434483,270.5023975,154.64386549,203.22106451
6,TAS,64210,Meander Valley (M),241.53925,203.681,3.1930301736,37.857522137,156.73445263,105.06348599,138.96580092
6,TAS,64610,Northern Midlands (M),235.632,131.61575,2.6518324871,122.41806689,519.53073813,770.27698148,
6,TAS,65210,Tasman (M),257.795,298.56075,2.5617636964,52.161133773,202.33570773,141.58630741,184.48502408
6,TAS,65410,Waratah/Wynyard (M),,,,,,,
6,TAS,65610,West Coast (M),191.50375,413.73625,2.4408678274,84.029202514,438.78619878,196.63382401,257.40414942
6,TAS,65810,West Tamar (M),,,,,,,
7,NT,70200,Alice Springs (T),428.91475,1691.24275,4.5321610629,350.58733795,817.38233053,197.72763255,203.7873802
7,NT,70420,Barkly (R),,289.7695,2.596774302,,,192.85866745,218.64873681
7,NT,70700,Coomalie (S),273.61,190.4205,3.1417340373,33.52563444,122.53073513,91.290474704,101.56317
7,NT,72200,Katherine (T),224.35125,475.2785,3.0593799535,74.748431549,333.17590853,134.2515867,150.90940664
7,NT,72330,MacDonnell (R),443.603,1043.4175,3.1442159631,324.49701471,731.50320152,305.52287985,367.32513652
7,NT,73600,Roper Gulf (R),,388.1575,3.7229047975,,,92.126122606,100.25135451
7,NT,74550,Victoria Daly (R),98.28425,208.01825,3.3264690949,36.184880849,368.16560994,153.39155199,167.31933199
7,NT,74660,West Arnhem (R),234.881,625.66625,4.05274127,99.589505769,423.99983723,144.71903003,186.77044698
